Battery level: 8281

8267.000000, 0.421536, 95.000000
8239.000000, 0.405455, 94.000000
8225.000000, 0.450315, 93.000000
8211.000000, 0.460244, 92.000000
8211.000000, 0.459008, 91.000000
8198.000000, 0.495334, 90.000000
8225.000000, 0.501709, 89.000000
8225.000000, 0.492769, 88.000000
8198.000000, 0.515375, 87.000000
8198.000000, 0.535408, 86.000000
8198.000000, 0.581587, 85.000000
8184.000000, 0.607887, 84.000000
8211.000000, 0.449043, 95.000000
8184.000000, 0.422845, 94.000000
8170.000000, 0.459084, 93.000000
8156.000000, 0.474107, 92.000000
8156.000000, 0.494081, 91.000000
8184.000000, 0.501620, 90.000000
8142.000000, 0.497898, 89.000000
8142.000000, 0.490356, 88.000000
8184.000000, 0.511587, 87.000000
8170.000000, 0.552906, 86.000000
8156.000000, 0.602910, 85.000000
8184.000000, 0.620417, 84.000000
8156.000000, 0.414103, 95.000000
8114.000000, 0.435470, 94.000000
8170.000000, 0.439105, 93.000000
8170.000000, 0.494148, 92.000000
8170.000000, 0.489093, 91.000000
8128.000000, 0.481653, 90.000000
8156.000000, 0.466645, 89.000000
8156.000000, 0.485299, 88.000000
8128.000000, 0.520352, 87.000000
8128.000000, 0.554140, 86.000000
8184.000000, 0.592891, 85.000000
8101.000000, 0.617876, 84.000000
8156.000000, 0.416516, 95.000000
8128.000000, 0.431616, 94.000000
8128.000000, 0.417853, 93.000000
8156.000000, 0.457818, 92.000000
8101.000000, 0.462805, 91.000000
8156.000000, 0.442766, 90.000000
8170.000000, 0.461529, 89.000000
8142.000000, 0.485290, 88.000000
8156.000000, 0.551525, 87.000000
8142.000000, 0.566507, 86.000000
8128.000000, 0.610371, 85.000000
8128.000000, 0.651619, 84.000000
8170.000000, 0.446668, 95.000000
8156.000000, 0.444115, 94.000000
8114.000000, 0.460397, 93.000000
8142.000000, 0.442915, 92.000000
8128.000000, 0.454103, 91.000000
8142.000000, 0.476591, 90.000000
8142.000000, 0.479112, 89.000000
8128.000000, 0.499116, 88.000000
8142.000000, 0.566586, 87.000000
8128.000000, 0.581614, 86.000000
8142.000000, 0.624171, 85.000000
8128.000000, 0.644193, 84.000000
