
95.000000, 0.395221, 92.558763, 8211.000000
94.000000, 0.418823, 92.044064, 8170.000000
93.000000, 0.420032, 91.064871, 8170.000000
92.000000, 0.423929, 89.931574, 8184.000000
91.000000, 0.477672, 88.661552, 8211.000000
90.000000, 0.522694, 87.976540, 8184.000000
89.000000, 0.492680, 87.447802, 8142.000000
88.000000, 0.670664, 86.168911, 8170.000000
87.000000, 0.551423, 85.482682, 8142.000000
86.000000, 0.546354, 84.210526, 8170.000000
85.000000, 0.617715, 83.374203, 8156.000000
84.000000, 0.725232, 82.535004, 8142.000000
95.000000, 0.402665, 93.665270, 8114.000000
94.000000, 0.420261, 92.679320, 8114.000000
93.000000, 0.443884, 92.159049, 8073.000000
92.000000, 0.417775, 90.707419, 8114.000000
91.000000, 0.420990, 89.865449, 8101.000000
90.000000, 0.483926, 88.430361, 8142.000000
89.000000, 0.485239, 87.598425, 8128.000000
88.000000, 0.500249, 86.902851, 8101.000000
87.000000, 0.502640, 86.213304, 8073.000000
86.000000, 0.583876, 84.791718, 8114.000000
85.000000, 0.857696, 83.940254, 8101.000000
95.000000, 0.402709, 93.977989, 8087.000000
94.000000, 0.442654, 93.474208, 8045.000000
93.000000, 0.430156, 91.999505, 8087.000000
92.000000, 0.417718, 91.010263, 8087.000000
91.000000, 0.487660, 89.865449, 8101.000000
90.000000, 0.482664, 88.735519, 8114.000000
89.000000, 0.487609, 88.195219, 8073.000000
88.000000, 0.492768, 87.355751, 8059.000000
87.000000, 0.517639, 85.777668, 8114.000000
86.000000, 0.521461, 85.518956, 8045.000000
85.000000, 0.626441, 83.805768, 8114.000000
84.000000, 0.627742, 83.385035, 8059.000000
83.000000, 0.712664, 82.392356, 8059.000000
95.000000, 0.431436, 94.633296, 8031.000000
94.000000, 0.387734, 93.150006, 8073.000000
93.000000, 0.443900, 92.479801, 8045.000000
92.000000, 0.431411, 91.168091, 8073.000000
91.000000, 0.441409, 90.021021, 8087.000000
90.000000, 0.453928, 89.652596, 8031.000000
89.000000, 0.477665, 88.042537, 8087.000000
88.000000, 0.515263, 87.355751, 8059.000000
87.000000, 0.566459, 86.213304, 8073.000000
86.000000, 0.607645, 85.074811, 8087.000000
85.000000, 0.566401, 84.231389, 8073.000000
95.000000, 0.395153, 94.633296, 8031.000000
94.000000, 0.404983, 93.150006, 8073.000000
93.000000, 0.421452, 92.319146, 8059.000000
92.000000, 0.432724, 91.644876, 8031.000000
91.000000, 0.417779, 90.648736, 8031.000000
90.000000, 0.490144, 89.496582, 8045.000000
89.000000, 0.476432, 88.348430, 8059.000000
88.000000, 0.520322, 87.813397, 8017.000000
87.000000, 0.511468, 86.363072, 8059.000000
86.000000, 0.537728, 85.957021, 8004.000000
85.000000, 0.580216, 84.231389, 8073.000000
84.000000, 0.636364, 83.675756, 8031.000000
